full_text_id	screening_id	dedup_group	title	year	authors	venue	doi	arxiv_id	sources	source_files	provenance	duplicate_row_count	title_abstract_decision	title_abstract_rationale	has_abstract	needs_metadata_lookup	retrieval_priority	retrieval_status	pdf_path	text_path	full_text_decision	ci1_persistence	ci2_evaluation	ci3_year	ci4_language	ci5_publication_type	ce1_no_cross_session_persistence	ce2_not_software_dev	ce3_no_evaluation	ce4_tutorial_editorial_or_descriptive_survey	ce5_duplicate_or_superseded	exclusion_code	full_text_rationale	reviewer	reviewed_at_utc	notes
FT0126	TA00206	D00206	Codified Context: Infrastructure for AI Agents in a Complex Codebase	2026	Aristidis Vasilopoulos	arXiv	10.48550/arXiv.2602.20478	2602.20478	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.SE; forward | forward_from=wong2025confucius	2	maybe	Abstract reports cross-session codified context, but full text should verify whether persistence is agent-managed rather than human-curated configuration.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0126_TA00206_codified-context-infrastructure-for-ai-agents-in-a-complex-codebase.pdf	search/full-texts/text/FT0126_TA00206_codified-context-infrastructure-for-ai-agents-in-a-complex-codebase.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text presents codified context infrastructure for Claude Code sessions, but the persistence is primarily human-directed context documentation and specialist configuration rather than an agent-owned memory mechanism with controlled task-performance evaluation.	codex_full_text_013	2026-04-28T22:21:16Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 013 retrieved title/abstract maybe records.
FT0127	TA00222	D00222	NormCode Canvas: Making LLM Agentic Workflows Development Sustainable via Case-Based Reasoning	2026		arXiv	10.48550/arXiv.2603.13443	2603.13443	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI;cs.PL	3	maybe	NormCode Canvas implements case-based reasoning for multi-step LLM workflows; full text should verify software-development scope and persistence.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0127_TA00222_normcode-canvas-making-llm-agentic-workflows-development-sustainable-via-case-ba.pdf	search/full-texts/text/FT0127_TA00222_normcode-canvas-making-llm-agentic-workflows-development-sustainable-via-case-ba.txt	exclude	yes	no	yes	yes	yes	no	no	yes	no	no	CE3	Full text provides a two-level case-based reasoning architecture for LLM workflows, including a software-engineering Code Assistant, but the evidence is four deployed workflow case studies without quantitative task-performance evaluation meeting the CI2 floor.	codex_full_text_013	2026-04-28T22:21:16Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 013 retrieved title/abstract maybe records.
FT0128	TA00230	D00230	DomAgent: Leveraging Knowledge Graphs and Case-Based Reasoning for Domain-Specific Code Generation	2026		arXiv	10.48550/arXiv.2603.21430	2603.21430	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;cs.SE	2	maybe	DomAgent combines knowledge graphs and case-based reasoning for code generation; full text should verify accumulation/reuse across tasks.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0128_TA00230_domagent-leveraging-knowledge-graphs-and-case-based-reasoning-for-domain-specifi.pdf	search/full-texts/text/FT0128_TA00230_domagent-leveraging-knowledge-graphs-and-case-based-reasoning-for-domain-specifi.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes DomAgent for domain-specific code generation with knowledge-graph retrieval and case-based reasoning over stored code cases, evaluated on DS-1000 and real-world truck software-development code-generation tasks with ablations.	codex_full_text_013	2026-04-28T22:21:16Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 013 retrieved title/abstract maybe records.
FT0129	TA00258	D00258	Agent Mentor: Framing Agent Knowledge through Semantic Trajectory Analysis	2026		arXiv	10.48550/arXiv.2604.10513	2604.10513	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI	0	maybe	Agent Mentor injects corrective instructions into agent knowledge from trajectory analysis; full text should verify persistence and SE evaluation.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0129_TA00258_agent-mentor-framing-agent-knowledge-through-semantic-trajectory-analysis.pdf	search/full-texts/text/FT0129_TA00258_agent-mentor-framing-agent-knowledge-through-semantic-trajectory-analysis.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes Agent Mentor deriving corrective prompt/specification statements from trajectory analysis, but the persistent artifact is prompt repair/knowledge injection rather than an explicit cross-task coding-agent memory store.	codex_full_text_013	2026-04-28T22:21:16Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 013 retrieved title/abstract maybe records.
FT0130	TA00262	D00262	CodeTracer: Towards Traceable Agent States	2026		arXiv	10.48550/arXiv.2604.11641	2604.11641	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI	1	maybe	CodeTracer reconstructs trace trees with persistent memory for coding-agent debugging; full text should verify whether it is agent memory or observability infrastructure.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0130_TA00262_codetracer-towards-traceable-agent-states.pdf	search/full-texts/text/FT0130_TA00262_codetracer-towards-traceable-agent-states.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text proposes CodeTracer as observability and failure-localization infrastructure for code-agent trajectories; its persistent trace tree supports diagnosis and replay, but it is not an agent-owned memory mechanism that accumulates reusable knowledge across coding-agent tasks.	codex_full_text_013	2026-04-28T22:21:16Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 013 retrieved title/abstract maybe records.
FT0131	TA00267	D00267	SWE-TRACE: Optimizing Long-Horizon SWE Agents Through Rubric Process Reward Models and Heuristic Test-Time Scaling	2026		arXiv	10.48550/arXiv.2604.14820	2604.14820	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	0	maybe	SWE-TRACE mentions a memory-augmented agentic RL pipeline for SWE agents; full text should verify explicit non-parametric persistence.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0131_TA00267_swe-trace-optimizing-long-horizon-swe-agents-through-rubric-process-reward-model.pdf	search/full-texts/text/FT0131_TA00267_swe-trace-optimizing-long-horizon-swe-agents-through-rubric-process-reward-model.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text proposes a memory-augmented long-horizon SWE architecture, but the memory buffer stores critical steps from the current interaction history to handle context overflow within a single SWE rollout; it does not provide cross-session or cross-task persistence.	codex_full_text_014	2026-04-28T22:26:11Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 014 retrieved title/abstract maybe records.
FT0132	TA00297	D00297	Software Self-Extension with SelfEvolve: an Agentic Architecture for Runtime Code Generation	2026		arXiv	10.48550/arXiv.2604.16314	2604.16314	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	2	maybe	SelfEvolve performs runtime self-extension; full text should verify whether generated capabilities persist across sessions or independent tasks.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0132_TA00297_software-self-extension-with-selfevolve-an-agentic-architecture-for-runtime-code.pdf	search/full-texts/text/FT0132_TA00297_software-self-extension-with-selfevolve-an-agentic-architecture-for-runtime-code.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes SelfEvolve, a runtime code-generation architecture with a persistent knowledge base, functions repository, tool descriptors, and automated code reuse; accepted extensions are integrated for future requests and evaluated across 11 software self-extension tasks with baselines and ablation.	codex_full_text_014	2026-04-28T22:26:11Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 014 retrieved title/abstract maybe records.
FT0133	TA00303	D00303	SEVerA: Verified Synthesis of Self-Evolving Agents	2026		arXiv	10.48550/arXiv.2603.25111	2603.25111	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.LG;cs.PL;cs.SE	4	maybe	SEVerA addresses self-evolving agents on program repair; full text should verify whether the evolution mechanism meets explicit persistence criteria.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0133_TA00303_severa-verified-synthesis-of-self-evolving-agents.pdf	search/full-texts/text/FT0133_TA00303_severa-verified-synthesis-of-self-evolving-agents.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes SEVerA, a self-evolving verified-agent synthesis framework that maintains verified candidate agent programs and reuses execution traces/error diagnostics from training examples to synthesize improved agentic code, with evaluation on LLM-assisted Dafny program-verification benchmarks and other constrained tasks.	codex_full_text_014	2026-04-28T22:26:11Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 014 retrieved title/abstract maybe records; boundary include for self-evolving coding-agent synthesis.
FT0134	TA00393	D00393	CaveAgent: Transforming LLMs into Stateful Runtime Operators	2026		arXiv	10.48550/arXiv.2601.01569	2601.01569	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;cs.SE	0	maybe	CaveAgent elevates a persistent Python runtime as state; full text should verify software-development scope and cross-session persistence.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0134_TA00393_caveagent-transforming-llms-into-stateful-runtime-operators.pdf	search/full-texts/text/FT0134_TA00393_caveagent-transforming-llms-into-stateful-runtime-operators.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes a persistent Python runtime as external memory for generic tool-use agents, but the quantitative evaluation centers on Tau2/BFCL/state-management tasks and non-SE scenarios rather than software-development or coding-agent benchmarks.	codex_full_text_014	2026-04-28T22:26:11Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 014 retrieved title/abstract maybe records.
FT0135	TA00395	D00395	AgentDevel: Reframing Self-Evolving LLM Agents as Release Engineering	2026	Di Zhang	arXiv	10.48550/arXiv.2601.04620	2601.04620	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI; forward | forward_from=zhang2025darwingodel	7	maybe	AgentDevel externalizes agent improvement through release engineering; full text should verify coding-task scope and whether persistence is an eligible explicit memory/evolution artifact.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0135_TA00395_agentdevel-reframing-self-evolving-llm-agents-as-release-engineering.pdf	search/full-texts/text/FT0135_TA00395_agentdevel-reframing-self-evolving-llm-agents-as-release-engineering.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes AgentDevel, an externalized release-engineering pipeline for agent improvement that persists execution traces, diagnostics, release candidates, promoted versions, and regression gates, with quantitative evaluation on SWE-bench Lite/Verified and other execution-heavy benchmarks.	codex_full_text_014	2026-04-28T22:26:11Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 014 retrieved title/abstract maybe records.
FT0136	TA00397	D00397	Active Context Compression: Autonomous Memory Management in LLM Agents	2026		arXiv	10.48550/arXiv.2601.07190	2601.07190	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI	2	maybe	Focus consolidates learnings into a persistent Knowledge block on SWE-bench Lite; full text should verify cross-session reuse beyond context compression.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0136_TA00397_active-context-compression-autonomous-memory-management-in-llm-agents.pdf	search/full-texts/text/FT0136_TA00397_active-context-compression-autonomous-memory-management-in-llm-agents.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text evaluates Focus on SWE-bench Lite, but its Knowledge block is explicitly an intra-trajectory context-compression mechanism for a single continuous task, not knowledge persistence across sessions or independent tasks.	codex_full_text_014	2026-04-28T22:26:11Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 014 retrieved title/abstract maybe records.
FT0137	TA00401	D00401	Large Language Model-Powered Evolutionary Code Optimization on a Phylogenetic Tree	2026		arXiv	10.48550/arXiv.2601.14523	2601.14523	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;cs.LG	0	maybe	PhyloEvolve reuses optimization trajectories for GPU code optimization; full text should verify persistence across independent tasks.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0137_TA00401_large-language-model-powered-evolutionary-code-optimization-on-a-phylogenetic-tr.pdf	search/full-texts/text/FT0137_TA00401_large-language-model-powered-evolutionary-code-optimization-on-a-phylogenetic-tr.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes PhyloEvolve, a GPU code-optimization agent system with persistent phylogenetic trees and an elite pool that store trajectories, high-performing variants, reusable modifications, and failure patterns for cross-lineage reuse across scientific-code optimization tasks.	codex_full_text_014	2026-04-28T22:26:11Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 014 retrieved title/abstract maybe records.
FT0138	TA00412	D00412	ParamMem: Augmenting Language Agents with Parametric Reflective Memory	2026		arXiv	10.48550/arXiv.2602.23320	2602.23320	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.LG;cs.MA	2	maybe	ParamMem combines parametric and episodic/cross-sample memory with code-generation experiments; full text should verify explicit non-parametric persistence.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0138_TA00412_parammem-augmenting-language-agents-with-parametric-reflective-memory.pdf	search/full-texts/text/FT0138_TA00412_parammem-augmenting-language-agents-with-parametric-reflective-memory.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text centers on ParamMem, a parametric reflective-memory module trained by fine-tuning; although it uses coding benchmarks and auxiliary episodic/cross-sample memories, the primary persistence mechanism is parametric reflection storage, which the protocol excludes.	codex_full_text_014	2026-04-28T22:26:11Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 014 retrieved title/abstract maybe records.
FT0139	TA00417	D00417	MemCollab: Cross-Agent Memory Collaboration via Contrastive Trajectory Distillation	2026	Yurui Chang; Yiran Wu; Qingyun Wu; Luxi Lin	arXiv	10.48550/arXiv.2603.23234	2603.23234	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI;cs.LG; forward | forward_from=ouyang2026reasoningbank	1	maybe	MemCollab has explicit shared memory, but the abstract does not state software-engineering or coding evaluation.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0139_TA00417_memcollab-cross-agent-memory-collaboration-via-contrastive-trajectory-distillati.pdf	search/full-texts/text/FT0139_TA00417_memcollab-cross-agent-memory-collaboration-via-contrastive-trajectory-distillati.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes MemCollab, a shared cross-agent memory framework that distills reusable guidance from contrasted trajectories and retrieves it for future inference, with quantitative evaluation on code-generation benchmarks including MBPP and HumanEval.	codex_full_text_014	2026-04-28T22:26:11Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 014 retrieved title/abstract maybe records.
FT0140	TA00422	D00422	Decocted Experience Improves Test-Time Inference in LLM Agents	2026	Maohao Shen; Kaiwen Zha; Zexue He; Zhang-Wei Hong; Siru Ouyang; J. Ryu; P. Sattigeri; Suhas N. Diggavi; Gregory W. Wornell	arXiv	10.48550/arXiv.2604.04373	2604.04373	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI;cs.LG; forward | forward_from=ouyang2026reasoningbank	1	maybe	Experience-derived context appears persistent, but the abstract does not establish SE/coding-agent scope.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0140_TA00422_decocted-experience-improves-test-time-inference-in-llm-agents.pdf	search/full-texts/text/FT0140_TA00422_decocted-experience-improves-test-time-inference-in-llm-agents.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text studies experience-augmented agents with raw, lesson-distilled, consolidated, and concept-tree memory built from past interactions; it includes a SWE-agent/SWE-bench setting using stored debugging experiences and evaluates retrieval/consolidation effects on SWE-bench Verified.	codex_full_text_014	2026-04-28T22:26:11Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 014 retrieved title/abstract maybe records.
FT0141	TA00432	D00432	ContextWeaver: Selective and Dependency-Structured Memory Construction for LLM Agents	2026		arXiv	10.48550/arXiv.2604.23069	2604.23069	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CL	1	maybe	ContextWeaver is an explicit dependency-structured memory framework, but full text should verify software-development or coding-agent evaluation.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0141_TA00432_contextweaver-selective-and-dependency-structured-memory-construction-for-llm-ag.pdf	search/full-texts/text/FT0141_TA00432_contextweaver-selective-and-dependency-structured-memory-construction-for-llm-ag.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text proposes dependency-structured memory for SWE agents, but the graph organizes the current tool-use interaction history to select context for later actions within the same SWE trajectory; it does not demonstrate cross-session or cross-task persistence.	codex_full_text_015	2026-04-28T22:29:03Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 015 retrieved title/abstract maybe records.
FT0142	TA00484	D00484	APEX-EM: Non-Parametric Online Learning for Autonomous Agents via Structured Procedural-Episodic Experience Replay	2026		arXiv	10.48550/arXiv.2603.29093	2603.29093	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CL;cs.AI;cs.IR	0	maybe	APEX-EM is explicit non-parametric procedural-episodic memory, but full text should verify software-development or coding-agent evaluation.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0142_TA00484_apex-em-non-parametric-online-learning-for-autonomous-agents-via-structured-proc.pdf	search/full-texts/text/FT0142_TA00484_apex-em-non-parametric-online-learning-for-autonomous-agents-via-structured-proc.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes APEX-EM, a non-parametric online-learning framework with a procedural-episodic Experience Memory and Procedural Knowledge Graph that accumulates, retrieves, and reuses structured task executions across tasks, with evaluation on BigCodeBench and other benchmarks.	codex_full_text_015	2026-04-28T22:29:03Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 015 retrieved title/abstract maybe records.
FT0143	TA00485	D00485	Procedural Knowledge at Scale Improves Reasoning	2026	Di Wu; Devendra Singh Sachan; Wen-tau Yih; Mingda Chen	arXiv	10.48550/arXiv.2604.01348	2604.01348	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.CL; forward | forward_from=ouyang2026reasoningbank	1	maybe	Reasoning Memory reuses procedural knowledge and includes coding benchmarks, but full text should verify coding-agent/SE fit.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0143_TA00485_procedural-knowledge-at-scale-improves-reasoning.pdf	search/full-texts/text/FT0143_TA00485_procedural-knowledge-at-scale-improves-reasoning.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes Reasoning Memory, an external procedural-knowledge datastore distilled from prior reasoning trajectories and retrieved at test time, with quantitative evaluation across math, science, and coding benchmarks including LiveCodeBench.	codex_full_text_015	2026-04-28T22:29:03Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 015 retrieved title/abstract maybe records; boundary generic reasoning-memory include with coding benchmark evidence.
FT0144	TA00639	D00639	Context Before Code: An Experience Report on Vibe Coding in Practice	2026		arXiv	10.48550/arXiv.2603.11073	2603.11073	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	0	maybe	Experience report mentions project-level structured memory in a coding platform; full text should verify agent-managed persistence and evaluation.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0144_TA00639_context-before-code-an-experience-report-on-vibe-coding-in-practice.pdf	search/full-texts/text/FT0144_TA00639_context-before-code-an-experience-report-on-vibe-coding-in-practice.txt	exclude	yes	no	yes	yes	yes	no	no	yes	no	no	CE3	Full text is an experience report on vibe coding in two deployable systems; although it discusses structured memory requirements, it does not evaluate an agent memory/persistence architecture against the CI2 quantitative floor.	codex_full_text_015	2026-04-28T22:29:03Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 015 retrieved title/abstract maybe records.
FT0145	TA00647	D00647	Learning From Developers: Towards Reliable Patch Validation at Scale for Linux	2026		arXiv	10.48550/arXiv.2603.24825	2603.24825	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI	0	maybe	FLINT synthesizes insights from past Linux patch discussions for validation; full text should verify explicit reusable memory and agent use.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0145_TA00647_learning-from-developers-towards-reliable-patch-validation-at-scale-for-linux.pdf	search/full-texts/text/FT0145_TA00647_learning-from-developers-towards-reliable-patch-validation-at-scale-for-linux.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text proposes FLINT, a patch-validation system that distills rules from past Linux developer discussions; the persistent knowledge source is human review history and rule retrieval rather than agent-owned experience memory with coding-agent task-performance evaluation.	codex_full_text_015	2026-04-28T22:29:03Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 015 retrieved title/abstract maybe records.
FT0146	TA00648	D00648	SHAPR: Operationalising Human-AI Collaborative Research Through Structured Knowledge Generation	2026		arXiv	10.48550/arXiv.2603.25660	2603.25660	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	0	maybe	SHAPR defines reusable structured knowledge units for AI-assisted research software development; full text should verify criteria fit.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0146_TA00648_shapr-operationalising-human-ai-collaborative-research-through-structured-knowle.pdf	search/full-texts/text/FT0146_TA00648_shapr-operationalising-human-ai-collaborative-research-through-structured-knowle.txt	exclude	yes	yes	yes	yes	yes	no	no	no	yes	no	CE4	Full text operationalizes SHAPR as a conceptual/human-centered AI-assisted research workflow with structured knowledge units, but it is methodological and descriptive rather than an evaluated coding-agent persistence architecture.	codex_full_text_015	2026-04-28T22:29:03Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 015 retrieved title/abstract maybe records.
FT0147	TA00651	D00651	CCCE: A Continuous Code Calibration Engine for Autonomous Enterprise Codebase Maintenance via Knowledge Graph Traversal and Adaptive Decision Gating	2026		arXiv	10.48550/arXiv.2604.13102	2604.13102	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI	0	maybe	CCCE is an AI-agentic codebase-maintenance system with a dynamic knowledge graph; full text should verify persistence and evaluation.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0147_TA00651_ccce-a-continuous-code-calibration-engine-for-autonomous-enterprise-codebase-mai.pdf	search/full-texts/text/FT0147_TA00651_ccce-a-continuous-code-calibration-engine-for-autonomous-enterprise-codebase-mai.txt	exclude	yes	no	yes	yes	yes	no	no	yes	no	no	CE3	Full text proposes CCCE with a dynamic knowledge graph and adaptive learning for enterprise code maintenance, but the evidence is limited to representative scenarios and explicitly leaves quantitative production evaluation as future work.	codex_full_text_015	2026-04-28T22:29:03Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 015 retrieved title/abstract maybe records.
FT0148	TA00703	D00703	BEAM: Bi-level Memory-adaptive Algorithmic Evolution for LLM-Powered Heuristic Design	2026		arXiv	10.48550/arXiv.2604.12898	2604.12898	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;math.CO	0	maybe	BEAM is memory-adaptive algorithmic evolution for code-like heuristic design; full text should verify SE scope and explicit persistence.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0148_TA00703_beam-bi-level-memory-adaptive-algorithmic-evolution-for-llm-powered-heuristic-de.pdf	search/full-texts/text/FT0148_TA00703_beam-bi-level-memory-adaptive-algorithmic-evolution-for-llm-powered-heuristic-de.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes BEAM, a bi-level LLM-powered heuristic/code design system with Adaptive Memory storing reusable generated function components and a knowledge-augmentation pipeline, evaluated across combinatorial and continuous optimization benchmarks.	codex_full_text_015	2026-04-28T22:29:03Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 015 retrieved title/abstract maybe records.
FT0149	TA00744	D00744	Controlled Self-Evolution for Algorithmic Code Optimization	2026		arXiv	10.48550/arXiv.2601.07348	2601.07348	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CL;cs.AI;cs.NE	0	maybe	Controlled self-evolution for algorithmic code optimization mentions experience utilization across tasks; full text should verify persistent memory.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0149_TA00744_controlled-self-evolution-for-algorithmic-code-optimization.pdf	search/full-texts/text/FT0149_TA00744_controlled-self-evolution-for-algorithmic-code-optimization.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes Controlled Self-Evolution for algorithmic code optimization with Hierarchical Evolution Memory, including local intra-task lessons and global cross-task experience templates retrieved from a vector database, evaluated on EffiBench-X.	codex_full_text_015	2026-04-28T22:29:03Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 015 retrieved title/abstract maybe records.
FT0150	TA00763	D00763	Test-time Recursive Thinking: Self-Improvement without External Feedback	2026		arXiv	10.48550/arXiv.2602.03094	2602.03094	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CL	0	maybe	Test-time recursive thinking uses accumulated knowledge and includes LiveCodeBench; full text should verify persistence across tasks or sessions.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0150_TA00763_test-time-recursive-thinking-self-improvement-without-external-feedback.pdf	search/full-texts/text/FT0150_TA00763_test-time-recursive-thinking-self-improvement-without-external-feedback.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text evaluates Test-time Recursive Thinking on LiveCodeBench, but its knowledge list stores distilled insights only within the current problem's iterative inference loop; cross-problem knowledge persistence is identified as future work.	codex_full_text_015	2026-04-28T22:29:03Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 015 retrieved title/abstract maybe records.
FT0151	TA00915	D00915	AgentFactory: A Self-Evolving Framework Through Executable Subagent Accumulation and Reuse	2026	Zhang Zhang; Shuqi Lu; Hongjin Qian; Di He; Zheng Liu			2603.18000	citations	search/results-citations.json	forward | forward_from=zhang2025darwingodel	0	maybe	Executable subagent accumulation and reuse is explicit persistence, but the abstract does not make the software-development evaluation scope clear.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0151_TA00915_agentfactory-a-self-evolving-framework-through-executable-subagent-accumulation.pdf	search/full-texts/text/FT0151_TA00915_agentfactory-a-self-evolving-framework-through-executable-subagent-accumulation.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes executable subagent accumulation and reuse through persistent Python subagents, but the quantitative evaluation is on general workflow tasks rather than software-engineering or coding-agent benchmarks; code is mainly the implementation substrate for a generic agent system.	codex_full_text_016	2026-04-28T22:34:25Z	Verify domains and evaluation in full text. | retrieval ok via arxiv | Full-text batch 016 retrieved title/abstract maybe records.
FT0152	TA01068	D01068	Combee: Scaling Prompt Learning for Self-Improving Language Model Agents	2026	Hanchen Li; Runyuan He; Qizheng Zhang; Changxiu Ji; Qiuyang Mang; Xiaokun Chen; Lakshya A. Agrawal; Weiting Liao; Eric Yang; Alvin Cheung; James Zou; K. Olukotun; Ion Stoica; Joseph E. Gonzalez			2604.04247	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank	0	maybe	Parallel prompt learning accumulates agentic traces, but the abstract does not clearly establish software-development evaluation or explicit memory status.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0152_TA01068_combee-scaling-prompt-learning-for-self-improving-language-model-agents.pdf	search/full-texts/text/FT0152_TA01068_combee-scaling-prompt-learning-for-self-improving-language-model-agents.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text proposes Combee for scalable prompt learning, aggregating agent traces into shared playbooks or context artifacts, including Terminal-Bench evaluation; however, the contribution is prompt/context-learning aggregation rather than an explicit coding-agent memory store or persistence architecture beyond optimized prompts/playbooks.	codex_full_text_016	2026-04-28T22:34:25Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 016 retrieved title/abstract maybe records.
